Year,Month,BAJFINANCE.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,RELIANCE.NS,SBIN.NS,TATAMOTORS.NS,TCS.NS,RELIANCE.NS_Return,TCS.NS_Return,HDFCBANK.NS_Return,INFY.NS_Return,ICICIBANK.NS_Return,BAJFINANCE.NS_Return,HINDUNILVR.NS_Return,ITC.NS_Return,TATAMOTORS.NS_Return,SBIN.NS_Return
2019,February,2600.329833984375,988.8413696289062,1586.9610595703125,336.83001708984375,629.6083374023438,221.5452880859375,545.5200805664062,253.2417755126953,176.3544464111328,1753.9884033203125,0.003178073347890109,-0.015217831727471598,-0.001153891705697463,-0.020345524332234022,-0.03923727742434635,0.028797677616926087,-0.017354368482559668,-0.009330821678903756,-0.020695305388403695,-0.08377322537801601
2019,March,2940.807373046875,1096.0523681640625,1542.3101806640625,385.312744140625,632.6093139648438,240.76651000976562,602.6621704101562,300.2569580078125,169.49703979492188,1768.8887939453125,0.1047479128255373,0.008495147742592524,0.10842082646217621,0.004766418079661161,0.14393826141050048,0.1309362891632868,-0.028136089815801624,0.08675978663275474,-0.03888422864158669,0.1856533441211805
2019,April,3039.06787109375,1103.025390625,1609.9046630859375,391.9983825683594,644.2274780273438,241.8499755859375,617.1969604492188,291.73870849609375,212.9769287109375,1998.8548583984375,0.0241176412801396,0.13000594793763764,0.006361942789848252,0.018365464760048855,0.017351199848438803,0.033412762409212204,0.04382677574803484,0.0045000676220623426,0.2565229986825899,-0.028369865492000046
2019,May,3403.39892578125,1154.3822021484375,1638.115234375,407.5821533203125,632.5664672851562,227.83428955078125,589.4345703125,331.78863525390625,171.53439331054688,1942.4351806640625,-0.04498141098509667,-0.028226000250753946,0.046559954068090326,-0.018100765862850365,0.03975468125620529,0.11988250020766356,0.017523131608915943,-0.05795198449451988,-0.19458697076357234,0.13728012633040354
2019,June,3613.46728515625,1170.3692626953125,1649.1239013671875,420.472412109375,636.5023803710938,223.99002075195312,555.2911987304688,340.0245056152344,161.5464324951172,1985.4776611328125,-0.05792563467040879,0.022159030528903,0.01384901856345433,0.006222133624675941,0.031626160969153716,0.06172310797412006,0.006720325140244343,-0.016873091431530485,-0.05822716146112705,0.024822641544143043
2019,July,3197.895751953125,1078.367919921875,1592.8955078125,410.4432678222656,690.1094360351562,221.00457763671875,516.8050537109375,312.681396484375,134.76283264160156,1970.90380859375,-0.06930804073163765,-0.0073402248861099695,-0.0786088166409652,0.08422129644324117,-0.023852086363517544,-0.11500630845898341,-0.03409591814664259,-0.013328464836120824,-0.1657950561942937,-0.0804151132618669
2019,August,3277.005859375,1069.39208984375,1736.119140625,395.9916687011719,708.5870971679688,200.9243927001953,556.595947265625,257.759765625,115.97950744628906,2019.06640625,0.07699401015715224,0.024436807847367348,-0.008323532175155246,0.026774972443459166,-0.03520973604408517,0.024738175837520027,0.08991401639972407,-0.09085868334153102,-0.13938060537259778,-0.1756472610039641
2019,September,3978.673583984375,1178.3255615234375,1828.4188232421875,419.2398681640625,700.5438842773438,212.5390167236328,593.9088745117188,254.8889617919922,116.7248764038086,1875.830322265625,0.06703772715090728,-0.07094173997496522,0.10186485641164955,-0.011351057509756513,0.05870880955436086,0.21411854440296874,0.05316437130228269,0.057805943157772655,0.006426729807114562,-0.011137517238374528
2019,October,3960.4814453125,1181.1097412109375,2017.2681884765625,447.61126708984375,610.0154418945312,210.73956298828125,652.7982177734375,294.04473876953125,176.6029052734375,2068.4775390625,0.09915551996109584,0.10269970290500252,0.0023628272002351736,-0.1292259406078442,0.06767342774442087,-0.004572412963231076,0.10328561642102518,-0.00846646306683263,0.5129842987580595,0.15361895902535405
2019,November,4006.354736328125,1223.924560546875,1887.3953857421875,495.5091552734375,619.5802612304688,201.53785705566406,691.4932250976562,321.764404296875,160.50291442871094,1871.2586669921875,0.059275601971156666,-0.0953449425221694,0.03624965389925694,0.015679634774870443,0.10700778042296188,0.01158275619998661,-0.06438053377149355,-0.043663874984541384,-0.0911649263062726,0.09427023126936507
2019,December,4164.23046875,1221.188720703125,1783.2559814453125,520.9323120117188,650.5438232421875,194.42184448242188,674.9542236328125,314.1402893066406,184.0069122314453,1970.09619140625,-0.023917806949602438,0.05281873968441331,-0.0022353010405540275,0.049975062068998044,0.05130713825913458,0.039406328898017096,-0.05517625246070201,-0.0353085652353482,0.14643969479553554,-0.023694712306337018
2020,January,4293.19677734375,1177.2218017578125,1886.421630859375,508.1241455078125,690.40478515625,192.33615112304688,629.3049926757812,299.7392883300781,175.5096893310547,1899.0748291015625,-0.06763307696829124,-0.036049692707640135,-0.03600337785628882,0.06127329242079793,-0.024587007195702837,0.0309700218471487,0.057852406209481844,-0.010727669850717714,-0.04617882446558719,-0.04584257883109444
2020,February,4391.4833984375,1130.5186767578125,2016.71142578125,480.6709899902344,651.0330810546875,161.58200073242188,592.3041381835938,285.197021484375,128.15386962890625,1827.004638671875,-0.058796378421949624,-0.0379501583219779,-0.03967232422153877,-0.05702698612184742,-0.0540284411994274,0.02289357469297304,0.06906716546847513,-0.15989791940335785,-0.2698188338355705,-0.048516385445237065
2020,March,2183.909423828125,827.4055786132812,2131.468994140625,312.9557189941406,570.7772827148438,140.43850708007812,496.50299072265625,185.28396606445312,70.61134338378906,1680.208740234375,-0.1617431675468769,-0.08034785206906314,-0.26811861172769125,-0.12327453193288984,-0.34891906207924295,-0.5026943686943768,0.05690331640528057,-0.13085302543912147,-0.44901122698629736,-0.3503299399828963
2020,April,2284.7373046875,961.70654296875,2035.489990234375,367.47528076171875,636.6190795898438,148.90411376953125,653.5338134765625,179.30706787109375,92.67427825927734,1853.510986328125,0.3162736694200958,0.10314328329798816,0.16231575883323757,0.11535462056553869,0.17420854919286155,0.046168526844229785,-0.0450295097747585,0.0602798111818863,0.31245595704887097,-0.0322580432636046
2020,May,1925.5325927734375,913.5635986328125,1907.843017578125,320.8823547363281,623.1891479492188,161.41842651367188,659.0087280273438,151.8227081298828,86.46287536621094,1814.7745361328125,0.008377400584151484,-0.020898959046393828,-0.050059911402206114,-0.021095710246820665,-0.12679200061786677,-0.15721926156547505,-0.06271068551978098,0.08404276031963676,-0.06702402230410254,-0.1532809613560231
2020,June,2790.255615234375,1023.193115234375,2035.3765869140625,339.7322082519531,663.7280883789062,159.2100067138672,766.8783569335938,167.9650421142578,97.64341735839844,1921.433837890625,0.16368467414558174,0.0587727564136411,0.12000206309186123,0.06505078043013501,0.058743814477159706,0.4490825165495824,0.06684699325934718,-0.013681336434150149,0.12931031896444156,0.10632358086094329
2020,July,3204.50634765625,991.4659423828125,2072.115478515625,335.2372131347656,871.2022705078125,166.96632385253906,937.8372802734375,180.20123291015625,104.00390625,2110.027099609375,0.22292834553765828,0.09815235789007959,-0.03100800071772869,0.3125891246152359,-0.013230994907182603,0.14846336305538754,0.01805016911256918,0.04871752284146025,0.06513996604866357,0.0728496277670374
2020,August,3437.60302734375,1071.1920166015625,1985.3360595703125,381.4435119628906,837.4725341796875,164.34339904785156,944.0076904296875,199.54379272460938,142.31588745117188,2087.69091796875,0.006579403790016647,-0.010585732119156255,0.0804123175700242,-0.03871630902484258,0.1378316517908471,0.0727402770969654,-0.04187962487856978,-0.015709304392447443,0.3683705985915493,0.10733866523597446
2020,September,3231.413818359375,1035.432861328125,1939.29736328125,342.9221496582031,909.30615234375,147.65965270996094,1013.7183227539062,174.5067138671875,132.47702026367188,2305.0849609375,0.07384540722596045,0.10413133529376406,-0.03338258194537902,0.08577429734388153,-0.10098837992146825,-0.059980517629372176,-0.023189371928814206,-0.10151759325017273,-0.06913400438777917,-0.1254715995700031
2020,October,3261.376220703125,1136.1826171875,1954.7296142578125,379.5101623535156,966.794189453125,142.1127471923828,932.1207885742188,178.1304931640625,131.83102416992188,2475.181640625,-0.08049330109572894,0.07379193503493253,0.09730206527359542,0.06322187193081086,0.10669480735432368,0.009272226965645114,0.007957650677383299,-0.03756547855678338,-0.004876287921212752,0.02076584457164765
2020,November,4838.1513671875,1383.1851806640625,2017.8643798828125,457.56787109375,1002.7094116210938,166.5363311767578,875.5447387695312,229.89894104003906,179.23654174804688,2488.92822265625,-0.060696049801900465,0.005553766966281737,0.21739688650402988,0.03714877743347267,0.20568015427087105,0.48346925953376685,0.032298464792518855,0.17186061396246166,0.3595930311291693,0.290620920407471
2020,December,5218.990234375,1378.8172607421875,2260.58935546875,517.2106323242188,1144.7296142578125,179.7371368408203,900.7249145507812,258.7951354980469,182.71493530273438,2658.99609375,0.02875943931390368,0.06832976119827561,-0.0031578706762733777,0.14163645118989443,0.1303473539081783,0.0787157817695332,0.12028805206424908,0.07926682166458598,0.01940672097756213,0.12569085497864596
